age,workclass,fnlwgt,educational.num,marital.status,race,gender,capital.gain,capital.loss,hours.per.week,occupation_office,occupation_Prof,occupation_worker,income
22,1,72887,10,0,0,1,0,0,24,0,0,0,0
47,1,275163,9,1,1,1,0,0,45,0,0,1,0
65,1,29276,9,0,1,0,2538,0,50,0,0,0,0
50,1,224207,13,1,1,1,0,0,40,0,1,0,1
50,0,237356,10,1,1,1,7298,0,40,1,0,0,1
29,1,393829,9,1,1,1,0,0,50,0,0,1,1
58,0,193720,9,0,1,1,0,0,20,0,0,1,0
56,0,140729,9,1,1,1,0,0,45,0,0,1,0
22,1,54560,9,1,1,1,0,0,60,0,0,1,0
34,0,214288,9,1,1,1,3411,0,80,0,0,1,0
45,0,88500,13,1,1,1,7298,0,40,1,0,0,1
30,1,287092,9,0,1,0,2354,0,40,0,1,0,0
40,1,225263,10,1,1,0,0,0,45,0,1,0,1
52,0,140027,9,0,1,0,0,0,20,0,0,0,0
44,1,32000,13,1,1,1,0,0,45,1,0,0,0
27,1,157612,13,0,1,0,0,0,60,0,1,0,0
24,1,197200,9,0,1,1,0,0,44,0,0,1,0
28,1,89598,13,0,1,0,0,0,45,0,1,0,0
49,1,225456,13,1,1,1,0,0,40,0,1,0,1
36,1,348960,10,1,1,1,0,0,40,0,0,1,0
17,0,157111,6,0,1,1,0,0,40,0,0,1,0
51,0,85877,9,0,1,0,99999,0,60,0,1,0,1
72,0,32819,14,1,1,1,0,0,30,0,0,1,0
59,1,103948,9,1,1,1,0,0,40,0,0,0,0
32,1,96016,13,0,1,1,0,0,40,0,1,0,0
21,1,60668,9,0,1,1,0,0,50,0,0,1,0
29,0,270379,9,0,0,0,0,0,40,0,0,0,0
29,1,190756,7,1,1,1,0,0,44,0,0,1,0
59,0,221417,9,1,1,1,0,0,40,1,0,0,1
23,1,158940,10,1,1,1,0,0,55,0,0,0,0
67,0,121395,13,1,0,1,0,0,12,0,1,0,0
26,1,196866,9,0,1,0,0,0,38,1,0,0,0
35,1,302239,10,0,1,0,0,0,40,1,0,0,0
41,1,718736,10,0,1,0,0,0,40,0,0,0,0
31,1,178615,13,1,1,1,0,0,40,0,1,0,0
29,1,158096,13,0,1,1,0,0,40,0,0,1,0
23,1,325596,13,0,1,1,0,0,40,1,0,0,0
31,1,120461,10,0,1,0,0,0,50,0,1,0,0
22,1,125010,13,0,1,0,0,0,30,0,1,0,0
67,1,268781,13,1,1,1,0,1510,8,1,0,0,0
46,1,36020,13,1,1,1,0,0,40,1,0,0,0
35,1,433682,13,0,0,1,0,0,40,1,0,0,0
32,0,349148,12,1,1,1,0,0,40,0,0,1,1
44,0,148805,9,0,1,0,0,0,33,0,0,0,0
24,1,285775,13,0,1,1,0,0,40,1,0,0,0
46,0,126524,13,1,1,0,0,1902,40,0,1,0,1
52,1,270221,13,1,1,1,15024,0,44,0,1,0,1
24,1,117222,9,0,1,1,0,0,40,0,0,0,0
31,1,118941,9,0,1,0,0,0,35,1,0,0,0
59,1,172667,9,1,1,1,0,0,40,0,0,1,0
35,1,241306,9,1,1,1,5013,0,40,0,0,1,0
33,0,292317,5,1,1,1,0,0,40,0,0,1,0
34,1,182918,13,1,1,1,7298,0,46,1,0,0,1
76,0,106430,5,1,1,1,0,0,40,0,0,1,0
33,1,377692,12,0,1,1,0,0,40,1,0,0,0
47,1,284907,9,1,1,1,0,0,40,0,1,0,0
65,0,226215,13,0,1,1,0,0,40,0,1,0,0
22,1,191460,6,0,0,0,0,0,40,1,0,0,0
36,0,219155,10,1,1,1,0,0,50,1,0,0,1
64,0,198466,9,0,1,0,0,0,70,1,0,0,0
47,1,255965,15,1,1,1,15024,0,50,0,1,0,1
25,1,290441,12,0,0,0,0,0,40,1,0,0,0
44,0,206927,13,1,1,1,7688,0,40,0,1,0,1
66,0,165609,10,1,1,1,0,0,50,1,0,0,0
33,0,206609,9,0,1,1,0,1876,50,0,0,1,0
64,1,211846,6,1,1,1,0,0,40,1,0,0,0
17,1,102446,8,0,1,1,0,0,35,0,0,0,0
26,1,114483,9,0,1,1,0,0,40,0,0,1,0
43,1,199657,9,0,1,0,0,0,20,1,0,0,0
40,1,192878,6,0,1,1,0,0,40,0,0,1,0
43,1,346081,15,1,1,1,15024,0,50,0,1,0,1
68,0,159643,9,1,1,1,0,0,15,1,0,0,0
21,1,142875,6,1,1,1,0,0,44,1,0,0,0
36,1,163380,6,0,1,1,0,0,40,0,0,0,0
48,1,162187,13,1,1,1,0,0,48,0,1,0,1
32,1,153353,9,1,1,1,0,0,40,0,0,1,1
75,0,134414,10,1,1,1,0,0,50,1,0,0,0
25,1,39212,13,1,1,1,0,0,40,0,1,0,0
17,0,140240,7,0,1,0,0,0,20,1,0,0,0
32,1,285946,13,0,1,0,0,0,50,0,1,0,0
34,1,216645,9,1,1,1,0,0,40,0,0,1,1
54,1,54065,4,0,0,1,0,0,40,0,0,1,0
46,1,188729,12,0,0,0,0,0,50,0,0,1,0
56,0,277203,13,1,1,1,0,0,40,1,0,0,1
39,1,153949,9,1,1,1,0,0,30,0,0,0,0
46,0,269890,13,1,0,1,0,0,40,0,1,0,0
35,0,61518,9,1,1,1,0,0,60,0,1,0,0
39,1,176050,10,1,1,1,0,1848,47,0,1,0,1
25,1,202700,9,0,1,0,0,0,35,1,0,0,0
18,1,477083,7,0,1,1,0,0,30,1,0,0,0
50,1,221532,9,1,1,1,0,0,40,0,0,1,1
43,1,282155,12,0,1,0,4650,0,40,0,1,0,0
38,1,365307,9,0,1,0,0,0,32,1,0,0,0
26,1,248776,10,0,1,0,0,0,40,1,0,0,0
48,1,166863,14,1,1,1,0,0,40,0,1,0,1
42,1,191149,9,1,1,0,0,0,40,1,0,0,1
22,1,126822,6,0,1,0,0,0,30,1,0,0,0
20,1,281743,10,0,1,1,0,0,50,0,0,0,0
27,1,212041,13,0,1,1,0,0,50,0,0,1,0
54,1,117198,9,0,0,0,0,0,40,1,0,0,0
38,1,202937,12,1,1,0,0,0,40,1,0,0,1
51,1,96062,9,1,1,1,0,0,40,0,0,1,0
54,1,76268,9,0,1,0,0,0,80,0,1,0,0
64,1,200517,9,1,1,1,0,0,39,1,0,0,0
52,1,403027,9,1,1,1,0,0,50,1,0,0,0
34,0,201292,11,1,1,1,0,0,50,0,0,1,0
39,0,360814,8,1,1,1,0,0,50,0,0,1,0
51,1,155574,9,1,1,1,0,0,40,0,0,1,1
48,1,135525,10,0,1,0,0,0,40,1,0,0,1
42,0,24763,13,0,1,1,0,0,65,0,0,1,0
40,1,30412,13,0,1,0,0,0,40,0,1,0,0
37,0,93225,12,1,1,1,0,0,45,0,1,0,0
60,0,359988,10,1,1,0,0,0,12,0,0,0,0
60,0,122314,9,1,1,1,0,0,65,0,0,1,0
59,0,51662,9,0,1,0,0,0,40,1,0,0,0
30,1,137991,11,0,1,0,0,0,41,0,0,0,0
47,0,119458,9,1,0,1,0,0,40,1,0,0,0
32,1,219553,7,1,1,1,0,0,60,0,0,1,0
23,1,308924,9,1,1,1,0,0,40,0,0,1,0
27,1,169748,9,0,1,1,0,0,40,0,0,0,0
55,1,164970,9,1,0,1,0,0,38,0,0,0,0
39,1,190987,11,0,1,0,0,0,50,1,0,0,0
30,1,85374,10,0,1,1,0,0,45,0,0,0,0
81,1,39667,9,1,0,1,0,0,20,0,0,1,0
41,1,84817,11,0,1,0,3887,0,40,0,1,0,0
54,1,155737,13,0,1,0,8614,0,40,1,0,0,1
22,0,316438,9,0,1,1,0,0,35,0,1,0,0
44,1,107433,10,1,1,1,0,0,55,1,0,0,1
36,0,28572,10,0,1,1,0,0,38,0,0,0,0
32,0,291414,16,1,1,1,0,0,35,0,1,0,1
22,1,202153,10,0,1,0,0,0,40,0,0,0,0
45,1,324655,13,0,1,1,0,0,40,0,1,0,0
32,0,27207,7,1,1,1,0,0,80,0,0,1,0
30,1,184435,9,0,0,1,0,0,40,1,0,0,0
34,1,122749,10,1,1,1,0,0,32,0,0,0,0
21,1,225311,9,0,1,0,0,0,40,0,0,1,0
40,0,33474,14,1,1,1,0,0,60,1,0,0,0
42,1,126319,9,0,1,0,0,0,35,1,0,0,0
52,1,247806,14,1,1,1,15024,0,50,0,1,0,1
50,1,85815,11,0,0,1,0,0,38,0,1,0,1
48,1,204629,13,1,1,1,0,0,40,0,1,0,1
63,1,195540,11,0,0,1,0,1408,40,0,1,0,0
27,1,113866,9,0,1,0,0,0,30,0,0,0,0
45,1,310260,10,1,1,1,0,0,60,0,0,1,1
35,1,189922,11,1,1,1,0,0,52,1,0,0,1
54,1,249949,10,0,0,0,0,0,40,0,0,1,0
51,1,123429,9,1,1,1,15024,0,40,0,0,1,1
71,1,99549,3,1,1,1,0,0,40,0,1,0,0
50,1,98954,10,1,1,1,0,0,40,0,0,1,1
36,1,49794,9,1,1,1,0,0,45,0,0,1,0
38,1,129764,10,0,1,1,1506,0,50,1,0,0,0
29,1,189702,13,0,1,1,10520,0,50,0,1,0,1
59,0,78020,4,1,1,1,0,0,40,0,1,0,0
27,1,182843,9,0,1,1,0,0,40,0,0,0,0
42,1,53956,9,1,1,1,0,0,40,0,0,0,0
31,0,223376,13,0,0,0,0,0,40,1,0,0,0
44,0,151933,10,1,1,1,0,1485,40,1,0,0,1
47,1,100931,14,0,1,1,0,0,45,0,1,0,0
23,1,442478,10,0,1,1,0,0,15,0,0,1,0
24,1,153082,9,0,1,1,0,0,35,0,0,0,0
46,1,182414,16,1,1,1,0,0,55,0,1,0,1
35,0,217926,10,1,0,1,0,0,40,0,1,0,0
36,1,176536,10,0,0,0,0,0,42,1,0,0,0
20,1,117789,10,0,1,0,0,0,10,1,0,0,0
59,1,113838,13,0,1,0,4650,0,37,0,1,0,0
17,1,278414,7,0,1,1,0,0,15,0,0,0,0
36,1,122493,9,1,1,1,0,0,40,0,0,1,0
57,1,110820,9,1,1,1,0,0,40,0,0,1,1
28,1,106141,9,1,1,1,99999,0,40,0,0,1,1
43,0,215896,10,1,1,0,0,0,50,0,0,1,0
50,0,169078,9,1,1,1,4386,0,40,0,1,0,1
49,1,184285,9,1,1,1,0,0,40,1,0,0,1
48,1,64156,10,1,1,1,0,0,45,0,1,0,0
61,1,56248,2,1,1,1,0,0,60,0,0,1,1
41,1,123490,11,1,1,1,0,0,40,1,0,0,1
40,1,51233,13,0,1,0,0,0,38,0,0,1,0
36,1,353263,13,0,1,0,0,0,40,1,0,0,0
17,1,262031,8,0,1,1,0,0,20,0,0,0,0
24,1,200153,11,0,1,0,0,0,40,1,0,0,0
29,0,360186,9,0,1,1,0,0,40,0,0,0,0
20,1,368832,10,0,1,0,0,0,25,0,0,0,0
36,1,359131,10,0,1,0,0,0,50,0,1,0,0
35,0,295279,13,0,1,1,0,0,37,1,0,0,0
34,1,378272,9,1,1,1,0,0,40,0,0,1,0
18,1,150817,7,0,1,0,0,0,20,1,0,0,0
40,0,145246,10,0,1,1,0,0,40,0,1,0,0
51,1,185490,9,0,1,0,0,0,40,1,0,0,0
29,1,217424,14,0,1,0,0,0,50,0,1,0,1
24,1,190483,9,0,1,0,0,0,40,1,0,0,0
50,0,391016,12,1,1,1,0,0,50,0,0,1,0
38,1,30509,11,1,1,0,3908,0,50,0,1,0,0
28,1,267661,13,0,1,1,0,0,45,1,0,0,0
57,1,197369,9,1,1,1,0,0,40,1,0,0,0
49,0,393691,10,1,1,1,0,0,40,0,1,0,1
46,1,168441,10,1,1,1,0,0,45,0,0,1,1
47,0,85109,16,1,1,1,0,0,50,0,1,0,0
22,1,190457,6,0,1,0,0,0,35,0,0,0,0
39,1,166697,9,0,1,0,0,0,35,0,0,1,0
31,1,300828,9,0,0,1,0,0,30,0,0,0,0
20,1,188923,10,0,1,0,0,0,37,0,0,0,0
36,1,167482,10,1,1,1,0,0,40,0,0,1,1
29,1,114968,11,1,1,1,0,0,40,0,1,0,0
67,0,330144,11,1,1,1,0,0,18,1,0,0,0
47,1,362654,14,1,1,1,0,0,40,0,1,0,1
35,1,179481,13,1,1,1,0,0,60,0,1,0,1
42,1,204817,13,1,0,1,0,0,35,0,0,0,0
32,1,172402,10,0,0,0,0,0,40,1,0,0,0
44,1,54611,9,1,1,1,0,0,40,0,0,1,0
42,0,179151,10,1,1,1,0,0,40,0,0,1,0
17,1,30829,7,0,1,0,0,0,12,0,0,0,0
50,1,474229,9,0,1,1,0,0,40,0,0,1,0
46,0,246981,13,0,0,1,0,0,23,0,1,0,0
39,1,271610,9,1,1,1,0,0,60,0,0,1,1
25,1,179138,9,1,1,1,0,0,40,0,0,1,0
19,0,268722,10,0,1,0,0,0,20,1,0,0,0
46,1,111410,7,1,1,1,0,0,40,0,0,1,0
37,0,125550,13,1,1,0,7688,0,40,0,1,0,1
24,1,51985,9,0,1,1,0,0,40,1,0,0,0
45,1,302584,13,0,1,1,0,0,40,1,0,0,0
90,0,311184,14,0,1,1,0,0,99,0,1,0,0
41,0,214242,10,1,1,1,0,1902,72,1,0,0,1
29,1,372149,9,1,1,1,0,0,35,1,0,0,0
53,1,203967,9,0,1,1,0,0,40,1,0,0,0
45,0,139268,13,1,1,1,0,0,60,1,0,0,1
38,1,349198,12,1,1,1,0,0,21,1,0,0,1
43,1,222756,12,1,1,1,0,2002,44,0,1,0,0
53,0,196395,13,1,0,1,0,0,40,0,1,0,1
22,1,316304,10,0,1,1,0,0,50,0,0,1,0
40,1,176063,13,1,1,1,0,1977,60,0,1,0,1
67,1,176835,10,0,1,0,0,0,40,0,1,0,0
58,1,144092,14,1,1,1,0,0,35,0,1,0,1
23,1,148709,13,0,1,0,0,0,38,1,0,0,0
31,0,194141,11,1,1,1,0,0,40,0,0,0,0
28,0,215423,9,0,1,0,0,0,70,0,1,0,0
52,0,128378,7,1,1,1,0,0,40,0,0,1,0
23,1,34431,9,0,1,0,0,0,40,0,0,1,0
21,1,180690,9,0,1,1,0,0,40,0,0,1,0
28,1,142712,13,1,1,1,0,1902,57,0,1,0,1
43,0,185619,14,1,0,1,0,0,35,0,1,0,1
36,0,358373,13,0,0,0,0,0,30,0,1,0,0
27,1,81648,13,1,1,1,0,0,40,0,0,1,0
56,1,244580,9,1,1,1,0,0,40,0,0,1,1
31,1,184570,9,0,1,0,0,0,40,1,0,0,0
39,0,210150,14,0,1,0,0,0,40,1,0,0,0
22,0,212213,10,0,0,0,0,0,40,1,0,0,0
37,1,182148,13,0,1,1,0,0,39,0,0,0,0
29,1,55390,9,1,1,1,0,0,40,0,0,1,1
43,0,265604,9,1,0,1,0,0,40,0,0,1,0
21,1,110677,10,1,1,0,0,0,30,0,0,0,0
34,1,320077,13,0,1,0,0,0,50,0,1,0,1
56,1,201817,9,0,0,0,0,0,40,0,0,1,0
43,1,142725,9,1,1,1,0,1887,80,0,0,0,1
44,0,53956,10,1,1,1,0,0,45,0,0,1,0
45,0,116892,12,0,0,0,0,0,40,1,0,0,0
33,1,34572,9,1,1,1,0,0,40,1,0,0,0
40,0,287008,9,1,1,1,0,0,40,1,0,0,0
66,0,30740,10,0,1,0,0,0,20,1,0,0,0
27,1,162104,4,0,1,0,0,0,30,0,0,0,0
20,1,228306,9,0,1,0,0,0,32,1,0,0,0
18,1,127388,7,0,1,0,0,0,20,0,0,0,0
45,1,72393,13,1,1,0,0,0,38,0,1,0,0
55,0,160813,9,0,1,0,0,0,60,1,0,0,0
43,1,255586,9,0,1,1,0,0,40,0,0,1,0
21,1,342575,10,0,0,0,0,0,35,1,0,0,0
28,1,181466,9,0,1,1,0,0,40,0,0,1,0
23,1,234108,12,0,1,1,0,0,40,0,0,1,0
28,1,66414,13,1,1,1,0,0,40,0,1,0,0
21,1,227307,9,1,1,0,0,0,43,1,0,0,1
23,1,157145,9,0,1,1,0,0,40,0,0,1,0
63,1,252457,9,0,1,1,0,0,40,0,1,0,0
60,0,142769,10,1,1,1,0,0,40,0,0,1,1
32,1,49539,10,0,1,0,3674,0,40,0,0,0,0
33,1,249438,9,0,0,0,0,0,40,0,0,0,0
68,0,198884,9,1,1,1,0,0,25,0,0,1,0
53,0,229259,12,1,1,1,0,0,45,1,0,0,1
36,1,289223,10,1,1,0,0,1848,40,1,0,0,1
23,1,42401,13,0,1,1,0,0,50,0,1,0,0
26,1,295055,9,0,0,1,0,0,40,0,0,1,0
42,0,214781,13,0,1,1,0,1876,38,0,1,0,0
20,1,95552,9,0,1,1,0,0,40,1,0,0,0
53,1,308764,9,0,1,0,0,0,45,1,0,0,0
36,1,185394,9,0,1,0,0,0,40,1,0,0,0
47,1,358382,10,0,0,1,0,0,40,0,1,0,0
32,1,296897,13,0,0,0,0,0,40,0,1,0,0
41,0,230961,15,1,1,1,0,0,45,0,1,0,1
22,1,169022,9,0,1,0,0,0,48,0,1,0,0
28,1,209301,9,1,1,1,0,1848,40,0,0,1,1
42,1,252058,9,1,1,1,0,0,40,0,0,1,0
51,0,30012,10,1,1,1,0,0,50,1,0,0,1
33,1,202046,13,1,1,1,0,0,45,0,1,0,1
22,1,52262,10,1,1,1,0,0,45,1,0,0,0
60,1,96660,9,0,1,0,0,0,33,1,0,0,0
50,0,200618,14,1,1,1,0,0,60,0,1,0,1
58,1,177368,9,1,1,1,3137,0,16,0,0,1,0
22,1,311311,10,0,1,1,0,0,60,0,0,0,0
47,0,142856,14,1,1,1,0,0,45,0,1,0,1
28,1,134890,13,0,1,1,0,1974,50,1,0,0,0
38,0,179579,16,1,1,1,0,0,60,0,1,0,1
67,0,173623,13,1,1,1,4931,0,30,0,1,0,0
76,0,99328,13,1,1,1,6514,0,40,0,0,1,1
41,0,224799,14,1,1,1,0,0,55,0,1,0,1
57,0,231781,14,1,1,1,0,0,50,0,1,0,1
22,1,41763,10,0,1,1,0,0,40,0,1,0,0
38,0,51240,13,1,1,1,0,0,45,0,1,0,0
30,1,206923,12,1,0,0,0,1977,40,0,1,0,1
30,0,132601,13,1,1,1,0,0,40,0,0,1,1
27,1,357348,9,0,1,0,2202,0,40,1,0,0,0
22,1,150683,9,0,1,1,0,0,20,0,0,1,0
40,0,188615,7,1,1,1,15024,0,20,0,1,0,1
73,1,159007,13,0,1,0,0,0,12,0,0,1,0
51,1,158746,13,1,1,1,0,1902,60,0,1,0,1
46,1,193188,14,0,1,1,0,0,40,0,1,0,0
29,0,136277,9,0,0,0,0,0,16,0,1,0,0
34,1,137991,13,0,1,0,0,0,35,1,0,0,0
38,0,187098,14,0,1,0,0,0,48,0,1,0,0
62,1,176839,16,0,1,1,0,0,50,0,1,0,1
30,0,185384,9,0,1,0,0,0,50,0,0,0,0
20,1,87867,10,0,1,1,0,0,40,1,0,0,0
40,1,111779,7,0,0,0,0,0,36,0,0,0,0
37,0,185556,9,0,1,1,0,1980,35,1,0,0,0
63,1,164435,10,1,1,1,0,0,50,0,1,0,0
40,0,277488,9,0,1,1,0,0,40,0,0,1,0
53,1,104258,6,1,1,1,0,0,40,0,0,1,0
23,1,141427,13,0,0,0,0,0,40,0,1,0,0
32,1,267052,6,0,0,0,0,0,40,0,0,1,0
33,1,114764,10,0,1,0,0,0,40,0,0,0,0
50,0,151143,9,0,1,0,0,0,40,1,0,0,0
37,1,176357,10,0,1,1,0,0,40,0,0,1,0
29,1,190303,13,0,1,1,2463,0,15,0,1,0,0
28,1,220692,10,0,0,0,0,0,40,1,0,0,0
46,1,181970,10,1,1,1,0,0,40,0,0,1,1
42,1,263339,9,1,1,1,5178,0,40,0,0,1,1
21,0,83704,5,0,1,1,0,0,30,1,0,0,0
24,1,324960,12,0,1,1,0,0,30,1,0,0,0
53,1,96062,5,0,1,1,0,0,50,0,0,1,0
54,1,96678,9,1,1,1,0,0,45,0,0,1,0
36,1,33435,11,0,1,0,0,0,40,1,0,0,0
52,0,399008,9,1,0,1,5013,0,40,0,0,1,0
71,1,159722,9,0,1,0,0,0,25,1,0,0,0
36,1,225172,9,1,1,1,0,0,40,0,0,1,0
38,1,179671,9,1,1,1,0,0,48,1,0,0,0
56,1,182460,13,0,1,1,0,0,40,0,1,0,0
52,1,231196,9,1,1,1,0,0,40,1,0,0,1
55,1,181974,10,0,1,0,0,0,40,1,0,0,0
31,1,326104,13,1,1,1,0,0,45,0,0,1,0
51,0,126850,9,1,1,1,0,0,65,0,0,1,0
23,1,33644,13,0,1,0,0,0,50,0,0,0,0
40,1,92649,12,0,1,0,0,0,40,1,0,0,0
20,1,353696,10,0,1,1,0,0,28,1,0,0,0
36,1,238342,10,0,1,1,0,0,40,1,0,0,0
22,1,882849,13,0,1,1,0,0,35,0,0,0,0
49,0,318280,13,1,1,1,0,0,55,1,0,0,1
35,1,151322,13,1,1,1,15024,0,55,0,1,0,1
31,0,111567,13,1,1,1,0,0,40,0,1,0,0
43,1,279996,9,0,1,1,0,0,20,0,0,1,0
48,1,103743,10,1,1,1,0,2002,70,0,0,1,0
53,1,30846,9,0,1,1,0,0,40,0,0,0,0
26,1,191393,9,0,0,1,0,1380,40,1,0,0,0
35,0,140564,10,1,1,1,5013,0,40,1,0,0,0
37,0,243177,10,0,0,0,0,0,40,1,0,0,0
55,0,104996,9,1,1,1,0,0,15,0,0,1,0
27,0,191202,9,0,1,1,0,0,45,0,0,0,0
47,1,247379,9,0,1,1,0,0,45,0,0,0,0
44,1,96129,13,1,1,1,0,0,40,0,1,0,1
24,1,125031,9,1,1,1,0,0,45,1,0,0,0
23,1,183772,12,0,1,0,0,0,70,1,0,0,0
37,1,78488,9,0,1,0,0,0,32,0,0,0,0
32,0,121058,9,1,1,1,0,0,60,0,0,1,0
43,1,84673,14,0,1,0,0,0,38,0,1,0,1
30,1,172830,13,0,1,0,3325,0,40,1,0,0,0
21,1,327797,10,0,1,0,0,0,40,1,0,0,0
40,1,108945,9,0,1,0,0,0,32,1,0,0,0
52,1,164473,9,1,1,0,0,0,38,0,0,0,0
40,1,144778,13,1,1,1,0,0,40,1,0,0,1
54,1,69477,14,1,1,1,0,1902,60,0,1,0,1
45,1,137946,13,0,1,1,0,0,50,1,0,0,0
28,1,167737,13,0,1,1,0,1974,50,0,0,0,0
31,1,140206,9,1,1,1,0,0,40,0,0,1,1
42,0,272551,13,0,1,0,0,1564,60,1,0,0,1
24,1,114939,11,1,1,0,0,0,40,1,0,0,0
51,0,252029,16,0,1,0,0,0,45,0,1,0,1
29,0,263786,13,0,1,1,0,0,40,1,0,0,1
35,1,397877,9,0,1,1,0,0,40,0,0,1,0
34,0,283921,9,1,1,1,0,0,40,1,0,0,0
29,1,199903,9,0,1,0,0,0,20,0,0,0,0
42,1,339814,13,1,1,1,0,0,40,0,1,0,1
33,1,174215,13,0,1,0,0,0,55,0,1,0,1
32,1,124420,9,0,1,1,0,0,40,0,0,1,0
34,1,289228,14,1,1,0,15024,0,45,0,1,0,1
27,1,200610,9,1,1,1,2580,0,40,0,0,1,0
36,1,140327,9,1,1,0,7298,0,35,1,0,0,1
39,0,86643,10,1,1,1,0,0,48,1,0,0,0
33,1,226624,9,1,1,1,0,0,40,0,0,1,0
48,1,365516,9,0,1,0,0,0,35,0,0,0,0
27,1,153288,10,1,1,1,0,0,40,0,0,1,0
28,0,160731,9,0,1,1,0,0,40,0,0,1,0
17,1,230999,7,0,1,0,0,0,16,0,0,0,0
38,1,453663,9,1,1,1,0,0,44,0,0,1,0
28,1,250967,9,1,1,1,2105,0,40,0,0,1,0
41,0,149102,9,0,1,1,0,1980,40,0,0,0,0
36,1,34378,4,0,1,1,0,0,60,0,0,1,0
37,0,177277,14,1,1,1,0,0,40,0,1,0,1
38,0,316470,13,1,1,1,0,0,40,0,1,0,1
55,0,293104,10,1,1,1,0,0,40,0,1,0,0
52,1,131662,13,0,1,0,0,0,45,1,0,0,0
20,1,163333,9,0,1,0,0,0,20,0,0,0,0
43,1,71738,10,1,1,1,0,0,40,0,0,1,1
35,1,141276,9,0,0,0,0,0,40,0,0,1,0
30,1,246439,12,1,1,1,0,0,60,0,1,0,0
38,0,81232,13,1,1,1,0,0,40,0,1,0,1
31,1,157568,10,0,1,1,0,0,40,1,0,0,0
21,1,117476,10,0,1,1,0,0,40,1,0,0,0
28,0,198201,9,1,0,1,0,0,40,1,0,0,0
57,1,167483,11,0,1,0,0,0,50,0,1,0,0
19,0,150384,9,0,1,1,0,0,40,0,1,0,0
34,1,33678,13,1,1,1,4508,0,35,1,0,0,0
42,1,180985,11,1,1,1,0,0,52,0,0,1,0
36,1,101192,9,1,1,1,0,0,40,0,0,1,1
33,1,207561,13,0,0,1,0,0,40,1,0,0,0
32,1,105749,15,1,1,1,0,0,40,0,1,0,1
41,0,443508,16,1,1,1,99999,0,60,0,1,0,1
23,1,249087,13,0,1,0,0,0,40,1,0,0,0
31,0,279231,11,0,1,1,0,0,40,0,0,1,0
38,1,180477,6,0,1,1,0,0,40,0,0,0,0
36,0,248263,9,0,1,0,0,0,40,0,1,0,0
57,1,102442,10,0,1,0,0,0,40,1,0,0,0
20,1,262877,9,0,1,0,0,0,55,0,0,1,0
66,0,325537,13,1,1,1,0,0,40,1,0,0,1
46,0,24367,6,1,1,1,0,0,99,0,0,1,1
38,1,108140,14,1,1,1,7298,0,50,0,1,0,1
37,1,264700,9,1,0,0,0,0,35,1,0,0,0
22,1,335067,13,0,1,1,0,0,20,0,1,0,0
58,1,153551,9,0,1,0,0,0,23,1,0,0,0
43,1,186077,9,0,0,1,0,0,40,0,0,1,0
55,0,85001,14,1,1,0,0,0,38,0,1,0,0
45,0,216999,9,1,1,1,0,0,40,0,1,0,0
48,1,107231,13,1,1,1,0,0,55,0,1,0,1
36,0,52870,13,1,1,1,4386,0,50,0,1,0,1
73,0,228899,4,0,1,0,0,0,99,1,0,0,0
29,0,90956,9,1,1,1,0,0,40,1,0,0,0
36,1,186934,9,1,1,1,0,0,50,0,1,0,1
57,0,37394,13,1,1,1,0,0,50,0,1,0,1
32,1,185177,11,0,1,1,0,1590,40,1,0,0,0
34,1,312055,13,0,1,1,0,0,40,0,1,0,1
20,1,176262,12,0,1,0,0,0,20,1,0,0,0
51,0,161482,9,1,1,0,0,0,40,1,0,0,0
51,1,373448,10,1,1,1,0,2002,40,0,1,0,0
45,0,277630,10,0,0,1,0,0,48,0,1,0,0
68,0,150904,9,0,1,0,0,0,35,0,0,1,0
73,1,187334,10,1,1,1,0,0,40,1,0,0,0
18,1,328937,4,0,0,1,0,0,20,0,0,0,0
35,0,132879,9,1,1,1,0,0,40,0,0,1,0
58,1,49159,9,1,1,0,0,0,40,1,0,0,1
38,1,133299,9,0,1,1,0,0,55,0,0,1,0
31,1,176430,9,1,1,1,0,0,40,0,0,1,0
18,1,211344,9,0,1,1,0,0,40,0,0,1,0
35,1,162302,10,0,1,0,0,0,32,1,0,0,0
51,1,229225,14,0,0,0,0,0,18,0,0,0,1
51,0,202044,13,0,1,0,0,0,55,0,1,0,0
28,1,94128,9,0,1,1,0,0,40,0,0,1,0
32,1,94041,13,0,1,1,0,0,40,0,1,0,1
47,0,746660,13,1,0,1,0,1887,40,0,1,0,1
41,1,33126,11,0,1,1,0,0,45,0,0,0,0
29,1,247445,9,0,1,1,0,0,40,0,0,1,0
52,0,210377,6,1,0,0,0,0,40,0,1,0,0
33,1,327112,14,1,1,1,0,0,60,0,1,0,1
37,0,188563,9,1,1,1,0,0,55,0,0,1,0
27,1,26326,11,0,0,0,0,0,40,0,0,0,0
46,1,145636,9,1,1,1,3103,0,50,0,1,0,1
35,1,196373,9,1,1,1,0,1672,40,0,0,1,0
32,1,167476,9,1,1,1,0,0,45,0,0,1,0
32,0,59083,9,1,1,1,0,0,60,0,1,0,1
36,0,186934,10,1,1,1,0,0,55,1,0,0,0
51,1,250423,10,1,1,1,0,0,40,0,0,1,0
29,1,334032,10,0,1,1,0,0,40,0,0,1,0
29,0,89487,9,1,1,1,0,0,40,0,0,1,0
52,1,230205,10,0,0,0,0,2001,32,1,0,0,0
